id;description;neighbourhood;apart_type_id;price;minimum_nights
16204754;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;72;30
16204772;Perfect apartments next to Opañel.;Opañel;2;25;1
16213533;Perfect apartments next to Universidad.;Universidad;1;50;3
16213864;Perfect apartments next to Cortes.;Cortes;1;43;1
16217850;Perfect apartments next to Gaztambide.;Gaztambide;1;55;2
16224141;Perfect apartments next to Universidad.;Universidad;1;55;2
16224754;Perfect apartments next to Aravaca.;Aravaca;2;35;1
16224779;Perfect apartments next to Aravaca.;Aravaca;2;45;1
16234394;Perfect apartments next to El Goloso.;El Goloso;1;69;2
16236943;Perfect apartments next to Palacio.;Palacio;1;94;2
16240876;Perfect apartments next to Niño Jesús.;Niño Jesús;2;35;2
16248615;Perfect apartments next to Imperial.;Imperial;1;50;1
16249105;Perfect apartments next to Universidad.;Universidad;1;58;3
16254270;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;1;45;120
16254598;Perfect apartments next to Universidad.;Universidad;2;21;8
16255539;Perfect apartments next to Valverde.;Valverde;1;45;2
16257041;Perfect apartments next to Almendrales.;Almendrales;1;46;5
16257091;Perfect apartments next to Aravaca.;Aravaca;2;50;2
16257550;Perfect apartments next to Embajadores.;Embajadores;1;68;1
16261002;Perfect apartments next to Lista.;Lista;1;136;1
16264717;Perfect apartments next to Embajadores.;Embajadores;1;41;3
16267406;Perfect apartments next to Puerta del Angel.;Puerta del Angel;2;24;2
16270115;Perfect apartments next to Palacio.;Palacio;1;106;6
16279601;Perfect apartments next to Argüelles.;Argüelles;1;149;2
16286152;Perfect apartments next to Prosperidad.;Prosperidad;1;66;2
16286535;Perfect apartments next to Sol.;Sol;1;242;1
16287124;Perfect apartments next to Alameda de Osuna.;Alameda de Osuna;2;33;1
16287474;Perfect apartments next to Chopera.;Chopera;1;68;2
16287504;Perfect apartments next to Comillas.;Comillas;2;17;365
16291069;Perfect apartments next to Sol.;Sol;1;75;10
16300463;Perfect apartments next to Palacio.;Palacio;1;300;1
16305644;Perfect apartments next to Gaztambide.;Gaztambide;2;14;1
16306682;Perfect apartments next to Pinar del Rey.;Pinar del Rey;2;15;1
16309813;Perfect apartments next to Universidad.;Universidad;1;60;2
16310565;Perfect apartments next to Puerta del Angel.;Puerta del Angel;2;18;1
16318274;Perfect apartments next to Goya.;Goya;1;80;3
16319424;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;75;2
16320103;Perfect apartments next to Universidad.;Universidad;1;64;30
16320249;Perfect apartments next to Embajadores.;Embajadores;1;73;3
16320318;Perfect apartments next to Universidad.;Universidad;1;33;1
16320453;Perfect apartments next to Universidad.;Universidad;1;71;1
16332853;Perfect apartments next to Universidad.;Universidad;1;59;60
16335316;Perfect apartments next to Nueva España.;Nueva España;1;144;3
16343582;Perfect apartments next to Universidad.;Universidad;1;35;1
16343707;Perfect apartments next to Universidad.;Universidad;1;36;1
16347537;Perfect apartments next to Universidad.;Universidad;1;47;2
16347812;Perfect apartments next to Recoletos.;Recoletos;1;45;14
16351892;Perfect apartments next to Embajadores.;Embajadores;1;36;20
16356985;Perfect apartments next to Universidad.;Universidad;1;79;1
16358501;Perfect apartments next to Universidad.;Universidad;1;81;1
16358569;Perfect apartments next to Delicias.;Delicias;1;58;1
16359511;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;2;56;1
16360014;Perfect apartments next to Cortes.;Cortes;2;50;4
16361123;Perfect apartments next to Ciudad Jardín.;Ciudad Jardín;1;45;7
16361608;Perfect apartments next to Universidad.;Universidad;1;64;1
16361789;Perfect apartments next to Cortes.;Cortes;1;89;1
16363386;Perfect apartments next to Lista.;Lista;2;18;29
16374079;Perfect apartments next to Universidad.;Universidad;1;91;2
16375425;Perfect apartments next to Sol.;Sol;3;48;1
16376241;Perfect apartments next to Guindalera.;Guindalera;1;131;2
16377330;Perfect apartments next to Argüelles.;Argüelles;2;15;1
16378071;Perfect apartments next to Rios Rosas.;Rios Rosas;1;200;2
16378686;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;58;1
16380523;Perfect apartments next to Comillas.;Comillas;1;34;29
16386018;Perfect apartments next to Embajadores.;Embajadores;1;56;2
16386045;Perfect apartments next to Embajadores.;Embajadores;2;27;2
16388098;Perfect apartments next to Universidad.;Universidad;1;42;1
16388405;Perfect apartments next to Gaztambide.;Gaztambide;2;38;12
16389085;Perfect apartments next to Gaztambide.;Gaztambide;3;75;7
16390482;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;2;19;2
16393295;Perfect apartments next to Sol.;Sol;1;69;1
16393723;Perfect apartments next to Jerónimos.;Jerónimos;1;175;2
16398593;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;1;70;7
16399219;Perfect apartments next to Sol.;Sol;1;137;7
16400714;Perfect apartments next to Embajadores.;Embajadores;1;40;4
16402085;Perfect apartments next to Sol.;Sol;1;80;2
16403148;Perfect apartments next to Cortes.;Cortes;1;109;2
16410818;Perfect apartments next to Universidad.;Universidad;1;137;3
16411092;Perfect apartments next to Canillas.;Canillas;2;52;1
16411308;Perfect apartments next to Lista.;Lista;1;49;6
16415918;Perfect apartments next to San Diego.;San Diego;1;36;1
16419818;Perfect apartments next to Embajadores.;Embajadores;1;79;3
16423991;Perfect apartments next to Almendrales.;Almendrales;2;26;1
16425132;Perfect apartments next to Embajadores.;Embajadores;1;54;3
16426031;Perfect apartments next to Justicia.;Justicia;1;53;1
16427681;Perfect apartments next to Cortes.;Cortes;1;63;2
16432261;Perfect apartments next to Embajadores.;Embajadores;1;66;3
16433001;Perfect apartments next to Vista Alegre.;Vista Alegre;1;85;3
16444270;Perfect apartments next to Sol.;Sol;1;136;2
16444826;Perfect apartments next to Almendrales.;Almendrales;1;39;5
16444917;Perfect apartments next to Sol.;Sol;1;53;1
16446376;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;178;2
16449303;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;57;10
16450507;Perfect apartments next to Embajadores.;Embajadores;1;56;2
16450772;Perfect apartments next to Justicia.;Justicia;1;52;1
16451687;Perfect apartments next to Cortes.;Cortes;1;54;1
16460104;Perfect apartments next to San Diego.;San Diego;2;57;2
16464086;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;94;2
16464496;Perfect apartments next to Justicia.;Justicia;1;50;3
16465447;Perfect apartments next to Timón.;Timón;2;41;1
16465861;Perfect apartments next to Ventas.;Ventas;2;10;3
16466310;Perfect apartments next to Embajadores.;Embajadores;1;79;1
16474980;Perfect apartments next to Palacio.;Palacio;1;61;3
16478353;Perfect apartments next to Embajadores.;Embajadores;1;36;3
16478640;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;43;4
16484477;Perfect apartments next to Justicia.;Justicia;4;303;2
16485327;Perfect apartments next to Embajadores.;Embajadores;1;51;15
16487905;Perfect apartments next to Rios Rosas.;Rios Rosas;1;100;2
16488267;Perfect apartments next to Embajadores.;Embajadores;2;28;3
16489427;Perfect apartments next to Embajadores.;Embajadores;1;130;3
16490385;Perfect apartments next to Ciudad Jardín.;Ciudad Jardín;1;86;3
16490785;Perfect apartments next to Recoletos.;Recoletos;1;381;1
16496508;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;50;3
16497355;Perfect apartments next to Sol.;Sol;1;148;5
16515248;Perfect apartments next to Embajadores.;Embajadores;1;49;3
16515995;Perfect apartments next to San Isidro.;San Isidro;1;59;1
16517267;Perfect apartments next to Embajadores.;Embajadores;2;33;5
16517730;Perfect apartments next to Pacífico.;Pacífico;2;20;2
16518383;Perfect apartments next to Embajadores.;Embajadores;1;67;3
16525141;Perfect apartments next to Palacio.;Palacio;2;25;2
16526408;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;1;48;4
16528257;Perfect apartments next to San Pascual.;San Pascual;2;21;1
16530257;Perfect apartments next to Sol.;Sol;1;177;1
16542257;Perfect apartments next to Simancas.;Simancas;2;20;1
16543166;Perfect apartments next to Embajadores.;Embajadores;1;57;3
16544115;Perfect apartments next to Ibiza.;Ibiza;1;79;3
16546235;Perfect apartments next to Almenara.;Almenara;2;25;1
16550718;Perfect apartments next to Ventas.;Ventas;2;19;1
16552300;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;78;1
16556072;Perfect apartments next to Embajadores.;Embajadores;1;40;30
16558262;Perfect apartments next to Argüelles.;Argüelles;1;236;2
16566473;Perfect apartments next to Universidad.;Universidad;1;51;4
16568261;Perfect apartments next to Sol.;Sol;1;59;1
16571690;Perfect apartments next to Justicia.;Justicia;2;35;2
16585603;Perfect apartments next to Bellas Vistas.;Bellas Vistas;2;50;1
16585730;Perfect apartments next to Butarque.;Butarque;2;28;1
16592467;Perfect apartments next to Palacio.;Palacio;1;60;2
16597498;Perfect apartments next to Guindalera.;Guindalera;1;68;7
16597911;Perfect apartments next to Arapiles.;Arapiles;2;30;3
16597971;Perfect apartments next to Arapiles.;Arapiles;2;35;2
16598864;Perfect apartments next to Embajadores.;Embajadores;1;68;1
16609927;Perfect apartments next to Pinar del Rey.;Pinar del Rey;2;21;2
16612956;Perfect apartments next to Universidad.;Universidad;1;61;1
16613577;Perfect apartments next to Rios Rosas.;Rios Rosas;1;138;3
16623340;Perfect apartments next to Embajadores.;Embajadores;1;44;4
16633739;Perfect apartments next to Palacio.;Palacio;2;50;1
16645708;Perfect apartments next to Palacio.;Palacio;3;703;1
16646591;Perfect apartments next to Recoletos.;Recoletos;1;105;3
16656191;Perfect apartments next to Palacio.;Palacio;3;195;1
16656383;Perfect apartments next to Palacio.;Palacio;3;169;1
16657013;Perfect apartments next to Palacio.;Palacio;2;69;1
16657799;Perfect apartments next to Sol.;Sol;1;75;1
16657871;Perfect apartments next to Justicia.;Justicia;2;43;2
16663068;Perfect apartments next to Valdemarín.;Valdemarín;2;40;1
16669645;Perfect apartments next to Palacio.;Palacio;2;79;1
16671280;Perfect apartments next to Canillejas.;Canillejas;2;44;2
16673027;Perfect apartments next to Cortes.;Cortes;1;9999;1
16674281;Perfect apartments next to Universidad.;Universidad;1;200;364
16675905;Perfect apartments next to Embajadores.;Embajadores;1;43;1
16687146;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;21;1
16695733;Perfect apartments next to Buenavista.;Buenavista;2;50;30
16697242;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;25;1
16700580;Perfect apartments next to Embajadores.;Embajadores;1;49;7
16700657;Perfect apartments next to Justicia.;Justicia;1;110;2
16701828;Perfect apartments next to Palos de Moguer.;Palos de Moguer;2;25;2
16702659;Perfect apartments next to Canillejas.;Canillejas;1;70;2
16705772;Perfect apartments next to Pacífico.;Pacífico;2;34;2
16713824;Perfect apartments next to Universidad.;Universidad;1;85;4
16715662;Perfect apartments next to Chopera.;Chopera;2;23;2
16716492;Perfect apartments next to Cortes.;Cortes;1;9999;1
16717000;Perfect apartments next to San Pascual.;San Pascual;3;17;60
16717289;Perfect apartments next to Argüelles.;Argüelles;1;128;30
16717677;Perfect apartments next to Cortes.;Cortes;1;83;8
16719324;Perfect apartments next to Palacio.;Palacio;1;102;1
16721576;Perfect apartments next to San Diego.;San Diego;2;21;1
16724152;Perfect apartments next to Embajadores.;Embajadores;2;25;2
16725186;Perfect apartments next to Alameda de Osuna.;Alameda de Osuna;2;21;1
16728024;Perfect apartments next to Recoletos.;Recoletos;1;76;1
16728168;Perfect apartments next to Alameda de Osuna.;Alameda de Osuna;2;22;1
16730052;Perfect apartments next to Universidad.;Universidad;1;59;60
16733491;Perfect apartments next to Goya.;Goya;1;46;1
16734138;Perfect apartments next to Justicia.;Justicia;1;54;3
16734324;Perfect apartments next to Pacífico.;Pacífico;1;527;2
16734934;Perfect apartments next to Palacio.;Palacio;1;80;6
16736991;Perfect apartments next to Justicia.;Justicia;1;60;2
16749266;Perfect apartments next to Butarque.;Butarque;2;59;1
16754837;Perfect apartments next to Imperial.;Imperial;2;21;1
16759626;Perfect apartments next to Embajadores.;Embajadores;1;109;2
16763469;Perfect apartments next to Palacio.;Palacio;3;179;1
16763975;Perfect apartments next to Palacio.;Palacio;2;48;2
16765385;Perfect apartments next to Embajadores.;Embajadores;1;101;2
16767829;Perfect apartments next to Palacio.;Palacio;1;83;1
16768362;Perfect apartments next to Universidad.;Universidad;2;40;1
16768677;Perfect apartments next to Aravaca.;Aravaca;1;250;60
16768927;Perfect apartments next to Moscardó.;Moscardó;1;73;2
16772487;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;53;1
16777599;Perfect apartments next to Berruguete.;Berruguete;1;34;3
16786817;Perfect apartments next to Pacífico.;Pacífico;2;30;180
16789124;Perfect apartments next to Almenara.;Almenara;1;58;3
16801901;Perfect apartments next to Embajadores.;Embajadores;1;62;3
16810499;Perfect apartments next to Universidad.;Universidad;1;85;5
16810981;Perfect apartments next to Delicias.;Delicias;1;9999;2
16819315;Perfect apartments next to Alameda de Osuna.;Alameda de Osuna;2;45;1
16823818;Perfect apartments next to Pacífico.;Pacífico;1;75;3
16825258;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;65;3
16830228;Perfect apartments next to Sol.;Sol;1;93;1
16830411;Perfect apartments next to Sol.;Sol;1;200;1
16830596;Perfect apartments next to Sol.;Sol;1;155;1
16834559;Perfect apartments next to Sol.;Sol;1;95;20
16839200;Perfect apartments next to Embajadores.;Embajadores;1;50;3
16841195;Perfect apartments next to Sol.;Sol;1;179;2
16848849;Perfect apartments next to Goya.;Goya;1;97;3
16851987;Perfect apartments next to Universidad.;Universidad;1;173;2
16855096;Perfect apartments next to Adelfas.;Adelfas;1;50;1
16856445;Perfect apartments next to Universidad.;Universidad;1;75;2
16856941;Perfect apartments next to Justicia.;Justicia;1;99;20
16865230;Perfect apartments next to Universidad.;Universidad;1;172;1
16867707;Perfect apartments next to Casa de Campo.;Casa de Campo;1;49;2
16868660;Perfect apartments next to Aguilas.;Aguilas;2;20;2
16869068;Perfect apartments next to Comillas.;Comillas;2;20;1
16870313;Perfect apartments next to Portazgo.;Portazgo;1;55;100
16872465;Perfect apartments next to Sol.;Sol;1;89;2
16875193;Perfect apartments next to Recoletos.;Recoletos;1;87;5
16876906;Perfect apartments next to San Isidro.;San Isidro;2;24;3
16889632;Perfect apartments next to Alameda de Osuna.;Alameda de Osuna;2;33;1
16891620;Perfect apartments next to Almagro.;Almagro;1;159;1
16891684;Perfect apartments next to Pacífico.;Pacífico;2;30;7
16893803;Perfect apartments next to Canillas.;Canillas;2;15;1
16895728;Perfect apartments next to Embajadores.;Embajadores;1;70;2
16902221;Perfect apartments next to Embajadores.;Embajadores;1;53;2
16905378;Perfect apartments next to Cortes.;Cortes;1;65;2
16906233;Perfect apartments next to Trafalgar.;Trafalgar;1;73;1
16907257;Perfect apartments next to Hispanoamérica.;Hispanoamérica;1;74;1
16907268;Perfect apartments next to Palacio.;Palacio;1;91;2
16907849;Perfect apartments next to Gaztambide.;Gaztambide;1;59;30
16908402;Perfect apartments next to Universidad.;Universidad;1;59;30
16909270;Perfect apartments next to Pacífico.;Pacífico;1;110;1
16910523;Perfect apartments next to Recoletos.;Recoletos;1;82;1
16911322;Perfect apartments next to Numancia.;Numancia;2;15;2
16913511;Perfect apartments next to Prosperidad.;Prosperidad;2;32;2
16914890;Perfect apartments next to Hispanoamérica.;Hispanoamérica;1;106;1
16924691;Perfect apartments next to Santa Eugenia.;Santa Eugenia;1;76;2
16925766;Perfect apartments next to Sol.;Sol;2;33;2
16926933;Perfect apartments next to Atocha.;Atocha;1;81;2
16928117;Perfect apartments next to Justicia.;Justicia;1;55;30
16930839;Perfect apartments next to Cortes.;Cortes;2;54;2
16940985;Perfect apartments next to Sol.;Sol;2;42;2
16942481;Perfect apartments next to Embajadores.;Embajadores;1;76;2
16943785;Perfect apartments next to Goya.;Goya;2;29;7
16944475;Perfect apartments next to Puerta del Angel.;Puerta del Angel;2;19;1
16961066;Perfect apartments next to Recoletos.;Recoletos;1;187;3
16970352;Perfect apartments next to Recoletos.;Recoletos;1;330;4
16971324;Perfect apartments next to Aluche.;Aluche;2;30;30
16985240;Perfect apartments next to Universidad.;Universidad;1;60;2
17003123;Perfect apartments next to Acacias.;Acacias;1;129;2
17006923;Perfect apartments next to San Juan Bautista.;San Juan Bautista;1;85;15
17007271;Perfect apartments next to Berruguete.;Berruguete;1;90;2
17012028;Perfect apartments next to Universidad.;Universidad;1;80;2
17019062;Perfect apartments next to Goya.;Goya;1;90;10
17019106;Perfect apartments next to Acacias.;Acacias;1;85;2
17019510;Perfect apartments next to Universidad.;Universidad;1;109;2
17020361;Perfect apartments next to Cortes.;Cortes;1;126;2
17030232;Perfect apartments next to Nueva España.;Nueva España;1;80;2
17032306;Perfect apartments next to Comillas.;Comillas;1;9999;1
17032853;Perfect apartments next to Castillejos.;Castillejos;2;93;2
17032903;Perfect apartments next to Lista.;Lista;1;134;5
17033015;Perfect apartments next to Delicias.;Delicias;2;21;1
17034469;Perfect apartments next to Universidad.;Universidad;1;220;30
17035580;Perfect apartments next to Palacio.;Palacio;1;78;3
17041499;Perfect apartments next to Jerónimos.;Jerónimos;1;285;30
17042796;Perfect apartments next to Los Angeles.;Los Angeles;2;23;2
17047018;Perfect apartments next to Sol.;Sol;1;264;2
17049631;Perfect apartments next to Universidad.;Universidad;1;131;1
17051223;Perfect apartments next to Lista.;Lista;1;62;14
17051495;Perfect apartments next to Rios Rosas.;Rios Rosas;1;140;3
17071309;Perfect apartments next to Cortes.;Cortes;1;63;2
17072183;Perfect apartments next to Hellín.;Hellín;1;39;2
17074933;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;14;4
17076430;Perfect apartments next to Universidad.;Universidad;1;59;2
17087387;Perfect apartments next to Imperial.;Imperial;2;36;1
17118616;Perfect apartments next to Casco Histórico de Vallecas.;Casco Histórico de Vallecas;1;56;3
17121956;Perfect apartments next to Pacífico.;Pacífico;1;53;4
17123595;Perfect apartments next to Pilar.;Pilar;2;10;1
17128102;Perfect apartments next to Arapiles.;Arapiles;1;122;2
17130106;Perfect apartments next to Canillas.;Canillas;2;16;1
17133030;Perfect apartments next to Universidad.;Universidad;1;44;1
17133444;Perfect apartments next to Casa de Campo.;Casa de Campo;4;245;2
17135642;Perfect apartments next to Sol.;Sol;1;142;2
17146094;Perfect apartments next to Almagro.;Almagro;1;71;6
17150691;Perfect apartments next to Arcos.;Arcos;1;36;5
17152296;Perfect apartments next to Embajadores.;Embajadores;1;69;2
17152449;Perfect apartments next to Ventas.;Ventas;2;20;1
17152905;Perfect apartments next to Nueva España.;Nueva España;1;207;30
17153112;Perfect apartments next to Embajadores.;Embajadores;1;46;2
17163932;Perfect apartments next to Embajadores.;Embajadores;1;70;3
17166723;Perfect apartments next to Castellana.;Castellana;2;45;1
17168215;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;57;2
17168592;Perfect apartments next to Sol.;Sol;1;96;1
17174817;Perfect apartments next to Embajadores.;Embajadores;2;25;2
17182264;Perfect apartments next to Sol.;Sol;1;89;1
17182431;Perfect apartments next to Palacio.;Palacio;2;45;3
17182598;Perfect apartments next to Casco Histórico de Vicálvaro.;Casco Histórico de Vicálvaro;1;150;2
17184010;Perfect apartments next to Sol.;Sol;1;107;1
17186188;Perfect apartments next to Almagro.;Almagro;1;155;5
17186995;Perfect apartments next to Embajadores.;Embajadores;1;59;30
17188214;Perfect apartments next to Sol.;Sol;1;80;1
17197503;Perfect apartments next to Sol.;Sol;1;106;1
17197779;Perfect apartments next to Sol.;Sol;1;200;1
17198066;Perfect apartments next to Atocha.;Atocha;1;125;2
17205668;Perfect apartments next to Embajadores.;Embajadores;1;77;1
17208485;Perfect apartments next to Universidad.;Universidad;2;80;2
17209239;Perfect apartments next to Sol.;Sol;1;200;1
17209498;Perfect apartments next to Sol.;Sol;1;65;1
17210019;Perfect apartments next to Los Angeles.;Los Angeles;2;15;30
17210137;Perfect apartments next to Nueva España.;Nueva España;2;70;1
17210478;Perfect apartments next to Los Angeles.;Los Angeles;2;14;30
17210787;Perfect apartments next to Los Angeles.;Los Angeles;2;13;30
17210902;Perfect apartments next to Los Angeles.;Los Angeles;2;13;30
17215188;Perfect apartments next to Justicia.;Justicia;1;48;30
17220116;Perfect apartments next to Sol.;Sol;1;126;3
17233769;Perfect apartments next to Quintana.;Quintana;1;43;32
17234035;Perfect apartments next to Universidad.;Universidad;1;231;2
17235126;Perfect apartments next to Acacias.;Acacias;2;38;1
17243915;Perfect apartments next to Sol.;Sol;1;389;2
17244421;Perfect apartments next to Vallehermoso.;Vallehermoso;1;60;1
17244583;Perfect apartments next to Universidad.;Universidad;2;24;2
17244920;Perfect apartments next to Gaztambide.;Gaztambide;1;103;3
17246248;Perfect apartments next to Buenavista.;Buenavista;2;21;2
17250141;Perfect apartments next to Prosperidad.;Prosperidad;1;136;2
17259719;Perfect apartments next to Recoletos.;Recoletos;1;289;3
17261361;Perfect apartments next to Universidad.;Universidad;1;99;1
17262995;Perfect apartments next to Cortes.;Cortes;1;159;1
17267431;Perfect apartments next to Hispanoamérica.;Hispanoamérica;1;54;3
17268275;Perfect apartments next to Castillejos.;Castillejos;2;53;2
17279997;Perfect apartments next to Cortes.;Cortes;4;63;2
17281972;Perfect apartments next to Embajadores.;Embajadores;1;500;2
17284269;Perfect apartments next to Trafalgar.;Trafalgar;1;78;2
17285106;Perfect apartments next to Embajadores.;Embajadores;2;25;1
17290018;Perfect apartments next to Recoletos.;Recoletos;1;175;2
17290793;Perfect apartments next to Delicias.;Delicias;1;52;4
17290980;Perfect apartments next to Cortes.;Cortes;2;52;4
17306054;Perfect apartments next to Concepción.;Concepción;1;66;7
17307472;Perfect apartments next to Justicia.;Justicia;1;62;3
17309009;Perfect apartments next to Almagro.;Almagro;1;80;2
17317821;Perfect apartments next to Sol.;Sol;1;177;1
17317923;Perfect apartments next to Bellas Vistas.;Bellas Vistas;1;136;1
17324637;Perfect apartments next to Embajadores.;Embajadores;1;75;15
17325466;Perfect apartments next to Palacio.;Palacio;1;32;3
17327293;Perfect apartments next to Hispanoamérica.;Hispanoamérica;1;38;3
17328265;Perfect apartments next to Recoletos.;Recoletos;1;100;1
17329137;Perfect apartments next to Universidad.;Universidad;1;60;7
17329518;Perfect apartments next to Embajadores.;Embajadores;1;40;2
17330064;Perfect apartments next to Estrella.;Estrella;2;30;3
17330628;Perfect apartments next to Almagro.;Almagro;2;30;2
17337052;Perfect apartments next to Palacio.;Palacio;1;84;2
17343206;Perfect apartments next to Lucero.;Lucero;2;16;2
17352455;Perfect apartments next to Argüelles.;Argüelles;1;96;3
17362722;Perfect apartments next to Universidad.;Universidad;1;170;2
17363530;Perfect apartments next to Castillejos.;Castillejos;2;5000;10
17366325;Perfect apartments next to Universidad.;Universidad;2;45;2
17367026;Perfect apartments next to Guindalera.;Guindalera;1;56;3
17370243;Perfect apartments next to Concepción.;Concepción;1;66;7
17375880;Perfect apartments next to Recoletos.;Recoletos;1;102;3
17377256;Perfect apartments next to El Viso.;El Viso;2;37;2
17378294;Perfect apartments next to Embajadores.;Embajadores;1;68;3
17397156;Perfect apartments next to Universidad.;Universidad;1;82;3
17398334;Perfect apartments next to Simancas.;Simancas;2;29;3
17398411;Perfect apartments next to Sol.;Sol;1;53;1
17403846;Perfect apartments next to Embajadores.;Embajadores;2;31;3
17404004;Perfect apartments next to Embajadores.;Embajadores;1;79;4
17404762;Perfect apartments next to Fuente del Berro.;Fuente del Berro;2;14;1
17410518;Perfect apartments next to Embajadores.;Embajadores;2;70;5
17418353;Perfect apartments next to Sol.;Sol;1;135;2
17418575;Perfect apartments next to Trafalgar.;Trafalgar;1;90;15
17431939;Perfect apartments next to Nueva España.;Nueva España;2;30;1
17432436;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;62;2
17451861;Perfect apartments next to Berruguete.;Berruguete;1;43;2
17453051;Perfect apartments next to Palacio.;Palacio;1;68;2
17454237;Perfect apartments next to San Isidro.;San Isidro;2;25;1
17454279;Perfect apartments next to San Diego.;San Diego;1;200;2
17455749;Perfect apartments next to Palacio.;Palacio;1;109;4
17455814;Perfect apartments next to Aravaca.;Aravaca;2;35;10
17460765;Perfect apartments next to Universidad.;Universidad;2;33;3
17462012;Perfect apartments next to Acacias.;Acacias;2;14;1
17462715;Perfect apartments next to Ventas.;Ventas;2;19;3
17469186;Perfect apartments next to Canillas.;Canillas;2;14;1
17469547;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;168;1
17470021;Perfect apartments next to Palacio.;Palacio;1;311;3
17473273;Perfect apartments next to Sol.;Sol;2;39;2
17474153;Perfect apartments next to Universidad.;Universidad;1;56;2
17475695;Perfect apartments next to Almenara.;Almenara;1;45;2
17476122;Perfect apartments next to Cortes.;Cortes;1;60;1
17476489;Perfect apartments next to Palacio.;Palacio;1;70;4
17477280;Perfect apartments next to Palacio.;Palacio;1;179;3
17478877;Perfect apartments next to Delicias.;Delicias;1;96;2
17480108;Perfect apartments next to Universidad.;Universidad;1;89;3
17485753;Perfect apartments next to Cortes.;Cortes;1;40;2
17486133;Perfect apartments next to Guindalera.;Guindalera;1;100;4
17488720;Perfect apartments next to Almendrales.;Almendrales;1;73;2
17495627;Perfect apartments next to Fontarrón.;Fontarrón;2;21;2
17497401;Perfect apartments next to Sol.;Sol;1;151;3
17502428;Perfect apartments next to Embajadores.;Embajadores;1;61;2
17502840;Perfect apartments next to Cortes.;Cortes;1;99;3
17508461;Perfect apartments next to Ibiza.;Ibiza;1;200;30
17517955;Perfect apartments next to Goya.;Goya;2;25;4
17520638;Perfect apartments next to Sol.;Sol;1;136;1
17520670;Perfect apartments next to Simancas.;Simancas;2;14;1
17525258;Perfect apartments next to Goya.;Goya;1;258;30
17527525;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;81;3
17528707;Perfect apartments next to Embajadores.;Embajadores;2;32;2
17529859;Perfect apartments next to Cortes.;Cortes;1;85;6
17529938;Perfect apartments next to Embajadores.;Embajadores;1;39;3
17530633;Perfect apartments next to Palos de Moguer.;Palos de Moguer;2;60;2
17535577;Perfect apartments next to Embajadores.;Embajadores;1;50;2
17540293;Perfect apartments next to Castillejos.;Castillejos;1;5000;10
17540342;Perfect apartments next to Castellana.;Castellana;1;200;30
17541183;Perfect apartments next to Los Angeles.;Los Angeles;1;48;2
17541730;Perfect apartments next to Cortes.;Cortes;4;123;2
17543080;Perfect apartments next to Valverde.;Valverde;2;40;2
17548891;Perfect apartments next to Lista.;Lista;1;79;2
17549836;Perfect apartments next to Palacio.;Palacio;1;150;90
17553971;Perfect apartments next to Palacio.;Palacio;1;93;3
17561528;Perfect apartments next to Universidad.;Universidad;2;38;2
17565752;Perfect apartments next to Apostol Santiago.;Apostol Santiago;2;35;1
17567666;Perfect apartments next to Ciudad Jardín.;Ciudad Jardín;2;29;2
17567800;Perfect apartments next to Delicias.;Delicias;1;86;3
17568038;Perfect apartments next to Valdeacederas.;Valdeacederas;1;40;15
17571280;Perfect apartments next to Palacio.;Palacio;2;40;2
17571687;Perfect apartments next to Palacio.;Palacio;1;53;2
17587511;Perfect apartments next to Mirasierra.;Mirasierra;1;95;3
17587681;Perfect apartments next to Palacio.;Palacio;1;66;300
17597559;Perfect apartments next to Trafalgar.;Trafalgar;1;65;3
17598320;Perfect apartments next to Embajadores.;Embajadores;2;31;6
17599686;Perfect apartments next to Puerta del Angel.;Puerta del Angel;2;17;1
17602071;Perfect apartments next to Justicia.;Justicia;1;165;2
17603392;Perfect apartments next to Palacio.;Palacio;1;72;28
17604612;Perfect apartments next to Berruguete.;Berruguete;1;59;3
17607077;Perfect apartments next to Puerta Bonita.;Puerta Bonita;2;20;5
17614384;Perfect apartments next to Palacio.;Palacio;1;114;1
