id;description;neighbourhood;apart_type_id;price;minimum_nights
32076915;Perfect apartments next to Rios Rosas.;Rios Rosas;2;50;7
32084978;Perfect apartments next to Almagro.;Almagro;1;56;2
32090392;Perfect apartments next to Puerta del Angel.;Puerta del Angel;2;16;1
32096557;Perfect apartments next to Canillas.;Canillas;1;96;3
32096721;Perfect apartments next to Buenavista.;Buenavista;2;18;1
32096816;Perfect apartments next to Palacio.;Palacio;1;131;2
32097909;Perfect apartments next to Buenavista.;Buenavista;2;15;5
32104448;Perfect apartments next to Lucero.;Lucero;2;25;1
32104558;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;1;39;2
32106606;Perfect apartments next to San Juan Bautista.;San Juan Bautista;1;53;1
32109275;Perfect apartments next to Mirasierra.;Mirasierra;2;34;1
32115707;Perfect apartments next to Los Rosales.;Los Rosales;1;58;4
32119504;Perfect apartments next to Universidad.;Universidad;4;49;1
32120589;Perfect apartments next to Universidad.;Universidad;4;49;1
32120785;Perfect apartments next to Universidad.;Universidad;4;49;1
32121856;Perfect apartments next to Universidad.;Universidad;4;38;1
32123252;Perfect apartments next to Universidad.;Universidad;4;43;1
32123511;Perfect apartments next to Universidad.;Universidad;4;73;1
32123717;Perfect apartments next to Universidad.;Universidad;4;73;1
32123912;Perfect apartments next to Universidad.;Universidad;4;73;1
32124103;Perfect apartments next to Universidad.;Universidad;4;67;1
32124233;Perfect apartments next to Universidad.;Universidad;4;67;1
32128323;Perfect apartments next to Media Legua.;Media Legua;1;114;7
32131838;Perfect apartments next to Palacio.;Palacio;1;82;1
32133022;Perfect apartments next to Embajadores.;Embajadores;2;51;1
32133730;Perfect apartments next to San Diego.;San Diego;1;38;1
32136679;Perfect apartments next to Lista.;Lista;1;58;2
32138832;Perfect apartments next to Guindalera.;Guindalera;1;54;1
32150306;Perfect apartments next to Chopera.;Chopera;2;45;2
32151585;Perfect apartments next to San Diego.;San Diego;1;65;2
32153574;Perfect apartments next to Valdefuentes.;Valdefuentes;1;133;1
32155948;Perfect apartments next to Ventas.;Ventas;1;70;2
32157686;Perfect apartments next to Delicias.;Delicias;1;113;1
32159120;Perfect apartments next to Opañel.;Opañel;2;15;1
32159179;Perfect apartments next to Justicia.;Justicia;1;52;2
32160036;Perfect apartments next to Universidad.;Universidad;1;52;1
32162360;Perfect apartments next to Trafalgar.;Trafalgar;1;85;3
32164610;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;123;2
32165478;Perfect apartments next to Atocha.;Atocha;2;40;1
32173489;Perfect apartments next to Berruguete.;Berruguete;2;15;1
32175882;Perfect apartments next to Argüelles.;Argüelles;1;348;3
32176448;Perfect apartments next to Vista Alegre.;Vista Alegre;1;49;2
32177641;Perfect apartments next to Prosperidad.;Prosperidad;1;40;15
32179274;Perfect apartments next to Hispanoamérica.;Hispanoamérica;1;150;2
32180872;Perfect apartments next to Valdeacederas.;Valdeacederas;2;56;1
32181969;Perfect apartments next to Embajadores.;Embajadores;2;25;1
32182804;Perfect apartments next to Legazpi.;Legazpi;1;590;2
32183804;Perfect apartments next to Casco Histórico de Vallecas.;Casco Histórico de Vallecas;1;98;3
32184958;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;53;3
32185387;Perfect apartments next to Embajadores.;Embajadores;1;101;1
32185784;Perfect apartments next to Embajadores.;Embajadores;1;33;1
32188824;Perfect apartments next to San Diego.;San Diego;2;19;1
32190712;Perfect apartments next to Justicia.;Justicia;1;67;2
32191254;Perfect apartments next to Ventas.;Ventas;2;47;1
32191268;Perfect apartments next to Universidad.;Universidad;2;29;1
32191372;Perfect apartments next to Justicia.;Justicia;2;66;1
32200987;Perfect apartments next to Embajadores.;Embajadores;1;110;85
32202539;Perfect apartments next to Prosperidad.;Prosperidad;1;67;30
32206665;Perfect apartments next to Justicia.;Justicia;1;43;60
32207692;Perfect apartments next to Universidad.;Universidad;1;39;1
32208271;Perfect apartments next to Cortes.;Cortes;1;33;1
32210830;Perfect apartments next to Numancia.;Numancia;1;40;90
32215695;Perfect apartments next to Amposta.;Amposta;2;32;2
32227375;Perfect apartments next to Almenara.;Almenara;1;126;2
32227779;Perfect apartments next to Valdeacederas.;Valdeacederas;1;70;2
32230005;Perfect apartments next to Embajadores.;Embajadores;2;35;3
32230978;Perfect apartments next to San Juan Bautista.;San Juan Bautista;1;50;2
32231234;Perfect apartments next to Delicias.;Delicias;2;26;2
32237106;Perfect apartments next to Universidad.;Universidad;1;46;1
32249677;Perfect apartments next to Aravaca.;Aravaca;2;20;28
32252924;Perfect apartments next to Justicia.;Justicia;1;33;1
32253885;Perfect apartments next to Palacio.;Palacio;1;180;1
32261348;Perfect apartments next to Hispanoamérica.;Hispanoamérica;2;38;1
32267763;Perfect apartments next to Almendrales.;Almendrales;2;99;2
32275420;Perfect apartments next to Cortes.;Cortes;1;90;2
32280369;Perfect apartments next to San Diego.;San Diego;1;48;2
32280626;Perfect apartments next to Berruguete.;Berruguete;1;54;1
32282977;Perfect apartments next to Aravaca.;Aravaca;1;46;365
32288177;Perfect apartments next to Embajadores.;Embajadores;1;47;1
32295822;Perfect apartments next to San Juan Bautista.;San Juan Bautista;1;113;3
32299248;Perfect apartments next to Universidad.;Universidad;1;56;2
32301721;Perfect apartments next to Timón.;Timón;2;20;30
32305785;Perfect apartments next to Pinar del Rey.;Pinar del Rey;1;56;5
32307563;Perfect apartments next to Almagro.;Almagro;1;260;5
32309549;Perfect apartments next to Sol.;Sol;1;70;2
32310159;Perfect apartments next to Lista.;Lista;1;300;1
32311704;Perfect apartments next to Castilla.;Castilla;1;69;1
32322073;Perfect apartments next to Delicias.;Delicias;1;124;4
32323305;Perfect apartments next to Rios Rosas.;Rios Rosas;1;188;2
32326279;Perfect apartments next to Guindalera.;Guindalera;1;40;2
32329922;Perfect apartments next to Nueva España.;Nueva España;1;65;10
32337290;Perfect apartments next to Aravaca.;Aravaca;1;150;6
32346853;Perfect apartments next to Goya.;Goya;1;183;7
32347655;Perfect apartments next to Gaztambide.;Gaztambide;1;155;1
32348740;Perfect apartments next to Sol.;Sol;1;70;2
32353598;Perfect apartments next to Embajadores.;Embajadores;2;30;1
32357176;Perfect apartments next to Justicia.;Justicia;1;47;1
32357277;Perfect apartments next to Cortes.;Cortes;4;41;1
32357867;Perfect apartments next to Palacio.;Palacio;1;33;1
32369864;Perfect apartments next to Valverde.;Valverde;2;25;1
32371419;Perfect apartments next to Numancia.;Numancia;1;69;1
32371420;Perfect apartments next to Numancia.;Numancia;1;80;1
32372872;Perfect apartments next to Simancas.;Simancas;2;13;2
32374255;Perfect apartments next to Sol.;Sol;1;89;7
32375357;Perfect apartments next to Trafalgar.;Trafalgar;1;69;1
32376471;Perfect apartments next to Embajadores.;Embajadores;1;79;2
32382046;Perfect apartments next to Palacio.;Palacio;1;120;1
32394026;Perfect apartments next to El Goloso.;El Goloso;2;60;2
32395622;Perfect apartments next to Numancia.;Numancia;1;46;2
32396394;Perfect apartments next to Estrella.;Estrella;2;19;180
32396574;Perfect apartments next to Sol.;Sol;1;95;1
32398723;Perfect apartments next to Castillejos.;Castillejos;1;230;6
32402930;Perfect apartments next to San Diego.;San Diego;1;106;1
32402931;Perfect apartments next to Numancia.;Numancia;1;71;1
32402933;Perfect apartments next to Numancia.;Numancia;1;78;1
32402935;Perfect apartments next to Numancia.;Numancia;1;69;1
32406953;Perfect apartments next to Castillejos.;Castillejos;1;83;1
32411108;Perfect apartments next to Palacio.;Palacio;1;66;4
32414144;Perfect apartments next to Bellas Vistas.;Bellas Vistas;1;52;2
32414685;Perfect apartments next to Cortes.;Cortes;1;103;2
32414920;Perfect apartments next to Prosperidad.;Prosperidad;1;54;5
32415682;Perfect apartments next to Pacífico.;Pacífico;2;27;1
32416592;Perfect apartments next to Embajadores.;Embajadores;2;50;1
32417293;Perfect apartments next to Cortes.;Cortes;2;22;1
32423972;Perfect apartments next to Arcos.;Arcos;1;380;2
32432999;Perfect apartments next to Zofío.;Zofío;1;64;2
32433396;Perfect apartments next to Acacias.;Acacias;1;200;1
32433897;Perfect apartments next to Palos de Moguer.;Palos de Moguer;2;26;1
32434962;Perfect apartments next to Palomas.;Palomas;2;55;1
32439335;Perfect apartments next to Cortes.;Cortes;1;101;2
32442838;Perfect apartments next to Almenara.;Almenara;1;83;1
32444327;Perfect apartments next to Embajadores.;Embajadores;1;30;3
32452578;Perfect apartments next to Valdezarza.;Valdezarza;2;20;1
32453235;Perfect apartments next to Ciudad Universitaria.;Ciudad Universitaria;2;20;1
32453614;Perfect apartments next to Palos de Moguer.;Palos de Moguer;2;40;2
32456686;Perfect apartments next to Justicia.;Justicia;1;60;2
32457199;Perfect apartments next to Justicia.;Justicia;2;34;1
32459352;Perfect apartments next to Hispanoamérica.;Hispanoamérica;1;77;3
32461290;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;1;61;3
32462807;Perfect apartments next to Embajadores.;Embajadores;1;75;2
32465185;Perfect apartments next to El Viso.;El Viso;1;75;5
32473920;Perfect apartments next to Embajadores.;Embajadores;1;30;1
32481194;Perfect apartments next to Sol.;Sol;1;8400;1
32481470;Perfect apartments next to Ciudad Universitaria.;Ciudad Universitaria;2;20;1
32483345;Perfect apartments next to Opañel.;Opañel;1;75;3
32485027;Perfect apartments next to Numancia.;Numancia;1;56;2
32488136;Perfect apartments next to Numancia.;Numancia;2;24;1
32488825;Perfect apartments next to Pilar.;Pilar;2;40;1
32496422;Perfect apartments next to Universidad.;Universidad;1;41;1
32496843;Perfect apartments next to Embajadores.;Embajadores;1;21;2
32497163;Perfect apartments next to Casco Histórico de Vicálvaro.;Casco Histórico de Vicálvaro;2;40;1
32498455;Perfect apartments next to Imperial.;Imperial;2;94;2
32504278;Perfect apartments next to Aluche.;Aluche;2;16;3
32510952;Perfect apartments next to Justicia.;Justicia;1;50;2
32511729;Perfect apartments next to Palacio.;Palacio;1;104;1
32516459;Perfect apartments next to Universidad.;Universidad;1;44;3
32516460;Perfect apartments next to Justicia.;Justicia;1;150;3
32516856;Perfect apartments next to Gaztambide.;Gaztambide;2;33;7
32516940;Perfect apartments next to Palomeras Sureste.;Palomeras Sureste;2;16;1
32518907;Perfect apartments next to Aguilas.;Aguilas;2;18;3
32522543;Perfect apartments next to Ciudad Universitaria.;Ciudad Universitaria;2;20;1
32522754;Perfect apartments next to Cuatro Caminos.;Cuatro Caminos;2;44;1
32523582;Perfect apartments next to Cortes.;Cortes;1;99;2
32525605;Perfect apartments next to Lucero.;Lucero;1;43;2
32526230;Perfect apartments next to Justicia.;Justicia;2;40;2
32531313;Perfect apartments next to Niño Jesús.;Niño Jesús;1;434;2
32534606;Perfect apartments next to Los Rosales.;Los Rosales;3;10;1
32535485;Perfect apartments next to Guindalera.;Guindalera;1;44;2
32540237;Perfect apartments next to Goya.;Goya;1;73;2
32546500;Perfect apartments next to Argüelles.;Argüelles;1;160;3
32547649;Perfect apartments next to Quintana.;Quintana;1;98;3
32550212;Perfect apartments next to Justicia.;Justicia;1;100;2
32557517;Perfect apartments next to Lucero.;Lucero;2;300;7
32562607;Perfect apartments next to Recoletos.;Recoletos;1;177;2
32570799;Perfect apartments next to Palomeras Bajas.;Palomeras Bajas;2;250;1
32582408;Perfect apartments next to Numancia.;Numancia;2;15;1
32585157;Perfect apartments next to Sol.;Sol;1;275;30
32586105;Perfect apartments next to Sol.;Sol;1;64;2
32589761;Perfect apartments next to Vista Alegre.;Vista Alegre;2;45;1
32593797;Perfect apartments next to Bellas Vistas.;Bellas Vistas;2;27;30
32600865;Perfect apartments next to Los Rosales.;Los Rosales;2;64;1
32605847;Perfect apartments next to Palomas.;Palomas;2;900;1
32606898;Perfect apartments next to Vista Alegre.;Vista Alegre;2;30;1125
32607883;Perfect apartments next to Jerónimos.;Jerónimos;1;150;1
32608951;Perfect apartments next to Timón.;Timón;1;104;1
32609102;Perfect apartments next to Valdefuentes.;Valdefuentes;1;72;3
32611348;Perfect apartments next to Almenara.;Almenara;2;17;5
32614763;Perfect apartments next to Lucero.;Lucero;2;19;1
32622793;Perfect apartments next to Aeropuerto.;Aeropuerto;1;53;2
32626539;Perfect apartments next to Trafalgar.;Trafalgar;1;253;2
32631109;Perfect apartments next to Sol.;Sol;1;418;1
32632818;Perfect apartments next to Sol.;Sol;2;120;1
32633656;Perfect apartments next to Almagro.;Almagro;1;68;4
32634224;Perfect apartments next to Jerónimos.;Jerónimos;1;67;1
32634977;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;56;1
32635665;Perfect apartments next to Sol.;Sol;1;125;2
32636144;Perfect apartments next to Pacífico.;Pacífico;2;45;2
32640819;Perfect apartments next to Prosperidad.;Prosperidad;1;59;5
32653006;Perfect apartments next to Recoletos.;Recoletos;1;182;3
32653978;Perfect apartments next to Cortes.;Cortes;2;55;1
32657056;Perfect apartments next to Opañel.;Opañel;1;86;3
32657652;Perfect apartments next to San Isidro.;San Isidro;1;86;3
32657988;Perfect apartments next to Opañel.;Opañel;1;86;3
32658717;Perfect apartments next to Numancia.;Numancia;2;65;1
32666185;Perfect apartments next to Sol.;Sol;1;38;2
32669365;Perfect apartments next to Almendrales.;Almendrales;1;42;1
32677321;Perfect apartments next to Palacio.;Palacio;2;70;1
32683006;Perfect apartments next to Embajadores.;Embajadores;1;59;1
32684499;Perfect apartments next to Delicias.;Delicias;2;45;2
32688140;Perfect apartments next to Atocha.;Atocha;1;286;6
32694251;Perfect apartments next to Berruguete.;Berruguete;2;22;1
32696671;Perfect apartments next to Legazpi.;Legazpi;1;60;2
32696871;Perfect apartments next to Embajadores.;Embajadores;2;15;3
32697835;Perfect apartments next to Embajadores.;Embajadores;2;19;3
32697863;Perfect apartments next to Embajadores.;Embajadores;2;27;3
32703550;Perfect apartments next to El Viso.;El Viso;2;16;1
32707790;Perfect apartments next to Timón.;Timón;2;29;1
32707895;Perfect apartments next to Fuente del Berro.;Fuente del Berro;1;155;3
32710516;Perfect apartments next to Palacio.;Palacio;1;59;1
32713301;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;1;47;1
32713397;Perfect apartments next to Embajadores.;Embajadores;1;195;2
32714968;Perfect apartments next to Los Rosales.;Los Rosales;1;74;14
32717416;Perfect apartments next to Ibiza.;Ibiza;1;67;3
32717417;Perfect apartments next to Ibiza.;Ibiza;1;65;3
32730333;Perfect apartments next to Justicia.;Justicia;1;125;1
32733232;Perfect apartments next to Palacio.;Palacio;1;98;30
32735178;Perfect apartments next to Cortes.;Cortes;1;184;3
32735658;Perfect apartments next to Palacio.;Palacio;1;97;3
32735824;Perfect apartments next to Jerónimos.;Jerónimos;1;66;1
32738774;Perfect apartments next to Embajadores.;Embajadores;1;56;4
32739882;Perfect apartments next to Cortes.;Cortes;1;83;1
32740803;Perfect apartments next to San Andrés.;San Andrés;2;20;2
32742134;Perfect apartments next to Palacio.;Palacio;2;46;15
32743092;Perfect apartments next to Universidad.;Universidad;1;38;1
32754242;Perfect apartments next to Palacio.;Palacio;1;54;2
32765135;Perfect apartments next to Buenavista.;Buenavista;2;23;8
32768596;Perfect apartments next to Ibiza.;Ibiza;1;190;4
32778855;Perfect apartments next to Justicia.;Justicia;2;22;2
32784610;Perfect apartments next to Palos de Moguer.;Palos de Moguer;1;100;2
32795760;Perfect apartments next to Argüelles.;Argüelles;2;120;1
32798835;Perfect apartments next to Goya.;Goya;1;97;2
32801532;Perfect apartments next to Castellana.;Castellana;1;88;3
32802493;Perfect apartments next to Universidad.;Universidad;2;32;2
32802994;Perfect apartments next to Universidad.;Universidad;1;38;2
32803700;Perfect apartments next to San Diego.;San Diego;2;35;1
32808028;Perfect apartments next to Cortes.;Cortes;1;100;1
32808596;Perfect apartments next to Justicia.;Justicia;1;167;2
32816533;Perfect apartments next to San Isidro.;San Isidro;2;25;2
32816543;Perfect apartments next to Entrevías.;Entrevías;2;83;1
32816939;Perfect apartments next to Entrevías.;Entrevías;2;53;1
32816949;Perfect apartments next to Entrevías.;Entrevías;2;53;1
32817230;Perfect apartments next to Entrevías.;Entrevías;1;150;1
32823090;Perfect apartments next to Aravaca.;Aravaca;1;41;365
32826324;Perfect apartments next to Jerónimos.;Jerónimos;1;65;3
32826518;Perfect apartments next to Universidad.;Universidad;1;124;3
32827544;Perfect apartments next to Lista.;Lista;2;50;1
32830297;Perfect apartments next to Sol.;Sol;1;96;1
32838886;Perfect apartments next to San Diego.;San Diego;1;55;2
32839534;Perfect apartments next to Pacífico.;Pacífico;2;35;2
32839950;Perfect apartments next to Palacio.;Palacio;1;66;3
32840591;Perfect apartments next to Pinar del Rey.;Pinar del Rey;2;52;1
32840816;Perfect apartments next to Universidad.;Universidad;2;30;2
32841853;Perfect apartments next to Los Rosales.;Los Rosales;2;64;1
32843125;Perfect apartments next to San Isidro.;San Isidro;2;79;3
32843223;Perfect apartments next to Trafalgar.;Trafalgar;1;71;4
32843234;Perfect apartments next to Berruguete.;Berruguete;2;21;1
32854319;Perfect apartments next to Goya.;Goya;1;76;2
32855897;Perfect apartments next to Goya.;Goya;1;97;3
32856940;Perfect apartments next to Universidad.;Universidad;2;60;1
32857411;Perfect apartments next to Universidad.;Universidad;1;300;1
32858556;Perfect apartments next to Cortes.;Cortes;1;49;2
32861009;Perfect apartments next to Justicia.;Justicia;2;149;1
32862088;Perfect apartments next to Cortes.;Cortes;1;157;1
32862746;Perfect apartments next to Acacias.;Acacias;2;19;1
32864327;Perfect apartments next to Arapiles.;Arapiles;1;36;2
32865734;Perfect apartments next to Embajadores.;Embajadores;2;35;2
32865928;Perfect apartments next to Piovera.;Piovera;1;181;3
32866667;Perfect apartments next to Piovera.;Piovera;1;156;3
32868656;Perfect apartments next to Embajadores.;Embajadores;2;55;1
32868883;Perfect apartments next to Cortes.;Cortes;2;24;1
32880197;Perfect apartments next to Universidad.;Universidad;1;143;3
32882483;Perfect apartments next to Almagro.;Almagro;1;132;3
32883496;Perfect apartments next to Arapiles.;Arapiles;1;34;1
32884681;Perfect apartments next to Casa de Campo.;Casa de Campo;1;57;10
32886235;Perfect apartments next to Cortes.;Cortes;1;600;1
32888351;Perfect apartments next to Embajadores.;Embajadores;1;78;2
32892473;Perfect apartments next to Lucero.;Lucero;1;42;2
32892637;Perfect apartments next to Valdeacederas.;Valdeacederas;1;49;2
32894468;Perfect apartments next to Justicia.;Justicia;1;150;3
32895763;Perfect apartments next to Castellana.;Castellana;1;46;9
32895806;Perfect apartments next to La Paz.;La Paz;1;48;25
32897157;Perfect apartments next to Los Rosales.;Los Rosales;1;100;2
32897378;Perfect apartments next to Timón.;Timón;2;28;1
32897610;Perfect apartments next to Timón.;Timón;2;28;1
32898631;Perfect apartments next to Sol.;Sol;2;46;2
32898719;Perfect apartments next to Embajadores.;Embajadores;1;88;1
32907610;Perfect apartments next to Cortes.;Cortes;2;176;1
32908064;Perfect apartments next to Sol.;Sol;2;132;1
32909875;Perfect apartments next to Prosperidad.;Prosperidad;2;35;1
32919757;Perfect apartments next to Chopera.;Chopera;2;25;2
32921177;Perfect apartments next to Buenavista.;Buenavista;2;38;2
32929468;Perfect apartments next to Cortes.;Cortes;2;17;1
32929872;Perfect apartments next to Adelfas.;Adelfas;2;41;1
32930083;Perfect apartments next to Aluche.;Aluche;2;48;7
32935156;Perfect apartments next to Prosperidad.;Prosperidad;1;75;1
32941513;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;115;3
32947994;Perfect apartments next to Goya.;Goya;1;60;2
32948692;Perfect apartments next to Embajadores.;Embajadores;1;90;2
32949239;Perfect apartments next to Cortes.;Cortes;1;40;2
32949625;Perfect apartments next to Embajadores.;Embajadores;1;29;2
32949914;Perfect apartments next to Cortes.;Cortes;1;44;2
32951254;Perfect apartments next to Canillas.;Canillas;2;23;3
32952035;Perfect apartments next to Prosperidad.;Prosperidad;2;49;1
32952206;Perfect apartments next to Sol.;Sol;1;285;30
32954597;Perfect apartments next to Lista.;Lista;1;65;1
32955645;Perfect apartments next to Los Rosales.;Los Rosales;3;11;1
32956928;Perfect apartments next to Justicia.;Justicia;1;104;3
32958006;Perfect apartments next to Palacio.;Palacio;1;120;2
32959556;Perfect apartments next to Palacio.;Palacio;1;75;2
32959897;Perfect apartments next to Palacio.;Palacio;1;64;1
32969709;Perfect apartments next to Palacio.;Palacio;1;95;1
32970398;Perfect apartments next to Palacio.;Palacio;1;95;1
32970753;Perfect apartments next to Palacio.;Palacio;1;95;1
32970939;Perfect apartments next to Palacio.;Palacio;1;95;1
32970974;Perfect apartments next to Palacio.;Palacio;1;95;1
32972819;Perfect apartments next to Ambroz.;Ambroz;1;44;2
32977986;Perfect apartments next to Casco Histórico de Vicálvaro.;Casco Histórico de Vicálvaro;2;18;180
32978360;Perfect apartments next to Sol.;Sol;1;418;1
32979174;Perfect apartments next to Palacio.;Palacio;1;56;7
32979635;Perfect apartments next to Sol.;Sol;1;418;1
32981093;Perfect apartments next to Los Rosales.;Los Rosales;1;43;3
32981207;Perfect apartments next to Castilla.;Castilla;1;130;2
32982492;Perfect apartments next to Cármenes.;Cármenes;2;58;5
32984641;Perfect apartments next to Cortes.;Cortes;1;162;30
32988125;Perfect apartments next to Trafalgar.;Trafalgar;1;79;20
32988167;Perfect apartments next to Hispanoamérica.;Hispanoamérica;2;25;2
32998237;Perfect apartments next to Cortes.;Cortes;1;80;14
33002037;Perfect apartments next to Cortes.;Cortes;1;64;1
33003460;Perfect apartments next to Sol.;Sol;1;45;2
33005635;Perfect apartments next to Sol.;Sol;2;100;1
33006350;Perfect apartments next to Simancas.;Simancas;2;35;4
33011170;Perfect apartments next to Lucero.;Lucero;1;69;2
33015208;Perfect apartments next to Embajadores.;Embajadores;1;59;3
33019434;Perfect apartments next to Arapiles.;Arapiles;2;36;2
33028430;Perfect apartments next to Chopera.;Chopera;1;61;29
33029336;Perfect apartments next to Comillas.;Comillas;1;74;3
33031481;Perfect apartments next to San Diego.;San Diego;2;25;29
33031909;Perfect apartments next to Palacio.;Palacio;1;34;30
33033401;Perfect apartments next to Universidad.;Universidad;1;64;3
33034037;Perfect apartments next to Sol.;Sol;2;207;1
33042208;Perfect apartments next to Embajadores.;Embajadores;1;48;3
33045638;Perfect apartments next to San Diego.;San Diego;1;48;1
33061197;Perfect apartments next to Cortes.;Cortes;2;146;1
33062412;Perfect apartments next to Universidad.;Universidad;1;45;3
33062413;Perfect apartments next to Universidad.;Universidad;1;44;3
33063751;Perfect apartments next to Almenara.;Almenara;1;180;3
33064235;Perfect apartments next to San Pascual.;San Pascual;2;40;1
33065919;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;68;2
33066519;Perfect apartments next to Cortes.;Cortes;2;189;1
33066813;Perfect apartments next to Universidad.;Universidad;1;100;2
33072316;Perfect apartments next to Delicias.;Delicias;1;66;28
33072929;Perfect apartments next to Sol.;Sol;1;100;3
33082817;Perfect apartments next to Universidad.;Universidad;2;26;5
33085374;Perfect apartments next to Universidad.;Universidad;1;49;1
33085553;Perfect apartments next to Universidad.;Universidad;1;63;3
33087403;Perfect apartments next to Universidad.;Universidad;1;105;1
33093043;Perfect apartments next to Casco Histórico de Vallecas.;Casco Histórico de Vallecas;2;30;3
33097229;Perfect apartments next to Embajadores.;Embajadores;1;48;15
33098522;Perfect apartments next to Palacio.;Palacio;2;30;3
33112432;Perfect apartments next to Embajadores.;Embajadores;2;25;1
33124668;Perfect apartments next to Sol.;Sol;2;29;1
33124938;Perfect apartments next to Guindalera.;Guindalera;1;175;2
33125228;Perfect apartments next to Cortes.;Cortes;2;23;1
33125630;Perfect apartments next to Adelfas.;Adelfas;1;45;5
33130486;Perfect apartments next to Ventas.;Ventas;2;20;1
33147521;Perfect apartments next to Embajadores.;Embajadores;1;138;2
33148762;Perfect apartments next to Palacio.;Palacio;1;200;4
33149188;Perfect apartments next to Canillejas.;Canillejas;2;300;1
33156831;Perfect apartments next to Embajadores.;Embajadores;1;78;1
33173113;Perfect apartments next to Buenavista.;Buenavista;2;25;30
33173820;Perfect apartments next to Campamento.;Campamento;2;20;2
33174238;Perfect apartments next to Vista Alegre.;Vista Alegre;2;50;1
33176713;Perfect apartments next to Aluche.;Aluche;1;99;12
33176977;Perfect apartments next to Lista.;Lista;1;94;30
33179688;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;35;2
33179945;Perfect apartments next to La Paz.;La Paz;2;44;1
33186834;Perfect apartments next to Recoletos.;Recoletos;1;110;14
33188407;Perfect apartments next to Recoletos.;Recoletos;1;120;2
33193010;Perfect apartments next to Argüelles.;Argüelles;1;52;2
33195974;Perfect apartments next to Recoletos.;Recoletos;1;760;10
33204699;Perfect apartments next to Palacio.;Palacio;1;52;5
33207485;Perfect apartments next to Embajadores.;Embajadores;1;49;3
33208300;Perfect apartments next to Palacio.;Palacio;1;112;3
33214755;Perfect apartments next to Quintana.;Quintana;1;65;2
33215168;Perfect apartments next to San Diego.;San Diego;2;19;1
33215229;Perfect apartments next to Berruguete.;Berruguete;1;71;3
33216928;Perfect apartments next to Embajadores.;Embajadores;1;67;1
33218434;Perfect apartments next to Palacio.;Palacio;1;88;1
33218890;Perfect apartments next to Justicia.;Justicia;1;166;2
33219107;Perfect apartments next to Justicia.;Justicia;1;66;1
33226350;Perfect apartments next to Rios Rosas.;Rios Rosas;2;26;2
33236630;Perfect apartments next to Estrella.;Estrella;1;90;2
33239332;Perfect apartments next to Puerta Bonita.;Puerta Bonita;2;60;15
33242265;Perfect apartments next to Goya.;Goya;1;71;3
33244589;Perfect apartments next to Vista Alegre.;Vista Alegre;2;22;1
33245133;Perfect apartments next to Sol.;Sol;1;206;2
33247884;Perfect apartments next to Universidad.;Universidad;1;60;30
33249881;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;1;180;1
33258974;Perfect apartments next to Justicia.;Justicia;1;94;1
33259337;Perfect apartments next to Argüelles.;Argüelles;2;35;1
33259628;Perfect apartments next to Cortes.;Cortes;1;73;3
33264121;Perfect apartments next to Universidad.;Universidad;1;109;2
33266020;Perfect apartments next to Legazpi.;Legazpi;2;33;2
33270507;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;30;3
33286160;Perfect apartments next to Embajadores.;Embajadores;2;45;1
33287091;Perfect apartments next to Cortes.;Cortes;1;33;1
33287794;Perfect apartments next to Embajadores.;Embajadores;1;79;2
33290696;Perfect apartments next to Justicia.;Justicia;1;75;1
33301606;Perfect apartments next to Justicia.;Justicia;1;50;3
33302178;Perfect apartments next to Cortes.;Cortes;2;17;1
33307947;Perfect apartments next to Universidad.;Universidad;1;100;2
33312197;Perfect apartments next to Embajadores.;Embajadores;2;30;2
33313883;Perfect apartments next to Imperial.;Imperial;1;95;2
33326044;Perfect apartments next to Casco Histórico de Vicálvaro.;Casco Histórico de Vicálvaro;1;93;3
33326249;Perfect apartments next to Los Rosales.;Los Rosales;3;12;1
33330590;Perfect apartments next to Valverde.;Valverde;1;45;3
33335652;Perfect apartments next to Numancia.;Numancia;1;78;1
33336428;Perfect apartments next to Palacio.;Palacio;2;60;2
33356435;Perfect apartments next to Puerta del Angel.;Puerta del Angel;1;257;2
33356889;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;1;90;2
33358273;Perfect apartments next to Sol.;Sol;1;104;1
33361705;Perfect apartments next to Argüelles.;Argüelles;1;77;7
33364041;Perfect apartments next to Fuente del Berro.;Fuente del Berro;1;120;2
33364271;Perfect apartments next to Pueblo Nuevo.;Pueblo Nuevo;2;37;3
33364614;Perfect apartments next to Universidad.;Universidad;2;35;2
33367236;Perfect apartments next to Universidad.;Universidad;1;89;2
33372756;Perfect apartments next to Opañel.;Opañel;1;46;2
33380472;Perfect apartments next to Comillas.;Comillas;1;92;7
33381431;Perfect apartments next to Sol.;Sol;1;73;1
